"id";"team_fifa_api_id";"team_api_id";"date";"buildUpPlaySpeed";"buildUpPlaySpeedClass";"buildUpPlayDribbling";"buildUpPlayDribblingClass";"buildUpPlayPassing";"buildUpPlayPassingClass";"buildUpPlayPositioningClass";"chanceCreationPassing";"chanceCreationPassingClass";"chanceCreationCrossing";"chanceCreationCrossingClass";"chanceCreationShooting";"chanceCreationShootingClass";"chanceCreationPositioningClass";"defencePressure";"defencePressureClass";"defenceAggression";"defenceAggressionClass";"defenceTeamWidth";"defenceTeamWidthClass";"defenceDefenderLineClass"
309.0;5.0;8455.0;"2012-02-22 00:00:00";60.0;"Balanced";49.0;"Little";45.0;"Mixed";"Organised";55.0;"Normal";45.0;"Normal";45.0;"Normal";"Organised";60.0;"Medium";62.0;"Press";46.0;"Normal";"Cover"
310.0;5.0;8455.0;"2013-09-20 00:00:00";46.0;"Balanced";49.0;"Little";41.0;"Mixed";"Organised";46.0;"Normal";61.0;"Normal";63.0;"Normal";"Organised";42.0;"Medium";43.0;"Press";46.0;"Normal";"Cover"
311.0;5.0;8455.0;"2014-09-19 00:00:00";67.0;"Fast";52.0;"Normal";38.0;"Mixed";"Organised";41.0;"Normal";61.0;"Normal";68.0;"Lots";"Organised";39.0;"Medium";41.0;"Press";46.0;"Normal";"Cover"
313.0;192.0;8533.0;"2010-02-22 00:00:00";45.0;"Balanced";49.0;"Little";30.0;"Short";"Organised";35.0;"Normal";45.0;"Normal";65.0;"Normal";"Organised";30.0;"Deep";70.0;"Double";65.0;"Normal";"Offside Trap"
314.0;192.0;8533.0;"2011-02-22 00:00:00";45.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";49.0;"Normal";45.0;"Normal";35.0;"Normal";"Organised";36.0;"Medium";70.0;"Double";51.0;"Normal";"Cover"
315.0;192.0;8533.0;"2012-02-22 00:00:00";60.0;"Balanced";49.0;"Little";65.0;"Mixed";"Organised";50.0;"Normal";50.0;"Normal";65.0;"Normal";"Organised";25.0;"Deep";45.0;"Press";50.0;"Normal";"Cover"
316.0;192.0;8533.0;"2013-09-20 00:00:00";66.0;"Balanced";49.0;"Little";67.0;"Long";"Organised";52.0;"Normal";51.0;"Normal";66.0;"Normal";"Free Form";26.0;"Deep";59.0;"Press";51.0;"Normal";"Cover"
317.0;192.0;8533.0;"2014-09-19 00:00:00";66.0;"Balanced";54.0;"Normal";67.0;"Long";"Organised";52.0;"Normal";66.0;"Normal";52.0;"Normal";"Organised";46.0;"Medium";59.0;"Press";51.0;"Normal";"Cover"
319.0;231.0;8342.0;"2010-02-22 00:00:00";35.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";45.0;"Normal";50.0;"Normal";45.0;"Normal";"Organised";60.0;"Medium";70.0;"Double";70.0;"Wide";"Cover"
320.0;231.0;8342.0;"2011-02-22 00:00:00";67.0;"Fast";49.0;"Little";47.0;"Mixed";"Free Form";68.0;"Risky";49.0;"Normal";53.0;"Normal";"Free Form";57.0;"Medium";44.0;"Press";47.0;"Normal";"Cover"
321.0;231.0;8342.0;"2012-02-22 00:00:00";64.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";48.0;"Normal";61.0;"Normal";47.0;"Normal";"Organised";60.0;"Medium";50.0;"Press";52.0;"Normal";"Cover"
322.0;231.0;8342.0;"2013-09-20 00:00:00";45.0;"Balanced";49.0;"Little";48.0;"Mixed";"Organised";48.0;"Normal";61.0;"Normal";47.0;"Normal";"Organised";43.0;"Medium";59.0;"Press";45.0;"Normal";"Cover"
323.0;231.0;8342.0;"2014-09-19 00:00:00";42.0;"Balanced";52.0;"Normal";45.0;"Mixed";"Organised";42.0;"Normal";57.0;"Normal";47.0;"Normal";"Organised";51.0;"Medium";50.0;"Press";57.0;"Normal";"Cover"
325.0;1867.0;7869.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";35.0;"Normal";45.0;"Normal";60.0;"Normal";"Organised";35.0;"Medium";30.0;"Contain";40.0;"Normal";"Cover"
326.0;1867.0;7869.0;"2011-02-22 00:00:00";39.0;"Balanced";49.0;"Little";41.0;"Mixed";"Organised";40.0;"Normal";42.0;"Normal";46.0;"Normal";"Organised";40.0;"Medium";38.0;"Press";44.0;"Normal";"Cover"
327.0;1867.0;7869.0;"2012-02-22 00:00:00";40.0;"Balanced";49.0;"Little";53.0;"Mixed";"Organised";40.0;"Normal";71.0;"Lots";48.0;"Normal";"Organised";36.0;"Medium";41.0;"Press";52.0;"Normal";"Cover"
328.0;1867.0;7869.0;"2013-09-20 00:00:00";40.0;"Balanced";49.0;"Little";53.0;"Mixed";"Organised";40.0;"Normal";71.0;"Lots";48.0;"Normal";"Organised";36.0;"Medium";41.0;"Press";52.0;"Normal";"Cover"
329.0;1867.0;7869.0;"2014-09-19 00:00:00";40.0;"Balanced";53.0;"Normal";53.0;"Mixed";"Organised";40.0;"Normal";66.0;"Normal";48.0;"Normal";"Organised";36.0;"Medium";41.0;"Press";52.0;"Normal";"Cover"
331.0;110747.0;2186.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";45.0;"Mixed";"Organised";40.0;"Normal";35.0;"Normal";65.0;"Normal";"Organised";70.0;"High";70.0;"Double";65.0;"Normal";"Cover"
332.0;110747.0;2186.0;"2011-02-22 00:00:00";46.0;"Balanced";49.0;"Little";51.0;"Mixed";"Organised";48.0;"Normal";48.0;"Normal";52.0;"Normal";"Organised";48.0;"Medium";33.0;"Contain";63.0;"Normal";"Cover"
333.0;110747.0;2186.0;"2012-02-22 00:00:00";57.0;"Balanced";49.0;"Little";59.0;"Mixed";"Organised";57.0;"Normal";33.0;"Little";78.0;"Lots";"Organised";59.0;"Medium";51.0;"Press";53.0;"Normal";"Cover"
334.0;110747.0;2186.0;"2014-09-19 00:00:00";37.0;"Balanced";50.0;"Normal";38.0;"Mixed";"Organised";66.0;"Normal";66.0;"Normal";33.0;"Little";"Organised";59.0;"Medium";34.0;"Press";64.0;"Normal";"Cover"
336.0;1799.0;9826.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";70.0;"Risky";70.0;"Lots";65.0;"Normal";"Organised";65.0;"Medium";60.0;"Press";60.0;"Normal";"Cover"
337.0;1799.0;9826.0;"2011-02-22 00:00:00";53.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";69.0;"Risky";48.0;"Normal";52.0;"Normal";"Organised";48.0;"Medium";43.0;"Press";33.0;"Narrow";"Cover"
338.0;1799.0;9826.0;"2012-02-22 00:00:00";43.0;"Balanced";49.0;"Little";46.0;"Mixed";"Organised";69.0;"Risky";66.0;"Normal";47.0;"Normal";"Organised";44.0;"Medium";27.0;"Contain";53.0;"Normal";"Cover"
339.0;1799.0;9826.0;"2013-09-20 00:00:00";52.0;"Balanced";49.0;"Little";47.0;"Mixed";"Organised";69.0;"Risky";66.0;"Normal";47.0;"Normal";"Organised";36.0;"Medium";33.0;"Contain";53.0;"Normal";"Cover"
340.0;1799.0;9826.0;"2014-09-19 00:00:00";61.0;"Balanced";36.0;"Normal";68.0;"Long";"Organised";67.0;"Risky";62.0;"Normal";52.0;"Normal";"Organised";36.0;"Medium";34.0;"Press";48.0;"Normal";"Cover"
343.0;635.0;8526.0;"2011-02-22 00:00:00";30.0;"Slow";49.0;"Little";40.0;"Mixed";"Organised";43.0;"Normal";45.0;"Normal";65.0;"Normal";"Organised";42.0;"Medium";45.0;"Press";50.0;"Normal";"Cover"
344.0;635.0;8526.0;"2012-02-22 00:00:00";37.0;"Balanced";49.0;"Little";41.0;"Mixed";"Organised";47.0;"Normal";40.0;"Normal";63.0;"Normal";"Organised";52.0;"Medium";43.0;"Press";41.0;"Normal";"Cover"
345.0;242.0;9783.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";30.0;"Safe";45.0;"Normal";65.0;"Normal";"Organised";35.0;"Medium";35.0;"Press";45.0;"Normal";"Offside Trap"
346.0;242.0;9783.0;"2011-02-22 00:00:00";56.0;"Balanced";49.0;"Little";42.0;"Mixed";"Organised";57.0;"Normal";69.0;"Lots";61.0;"Normal";"Organised";38.0;"Medium";44.0;"Press";69.0;"Wide";"Cover"
347.0;242.0;9783.0;"2012-02-22 00:00:00";56.0;"Balanced";49.0;"Little";46.0;"Mixed";"Organised";38.0;"Normal";52.0;"Normal";68.0;"Lots";"Organised";45.0;"Medium";50.0;"Press";59.0;"Normal";"Cover"
348.0;242.0;9783.0;"2013-09-20 00:00:00";56.0;"Balanced";49.0;"Little";46.0;"Mixed";"Organised";38.0;"Normal";52.0;"Normal";68.0;"Lots";"Organised";45.0;"Medium";50.0;"Press";59.0;"Normal";"Cover"
349.0;242.0;9783.0;"2014-09-19 00:00:00";56.0;"Balanced";55.0;"Normal";46.0;"Mixed";"Organised";38.0;"Normal";52.0;"Normal";68.0;"Lots";"Organised";45.0;"Medium";50.0;"Press";59.0;"Normal";"Cover"
351.0;110569.0;9836.0;"2010-02-22 00:00:00";55.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";40.0;"Normal";40.0;"Normal";55.0;"Normal";"Organised";30.0;"Deep";60.0;"Press";30.0;"Narrow";"Offside Trap"
352.0;110569.0;9836.0;"2011-02-22 00:00:00";65.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";50.0;"Normal";65.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";45.0;"Press";50.0;"Normal";"Cover"
353.0;110569.0;9836.0;"2012-02-22 00:00:00";51.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";49.0;"Normal";52.0;"Normal";52.0;"Normal";"Organised";45.0;"Medium";46.0;"Press";58.0;"Normal";"Cover"
354.0;110569.0;9836.0;"2013-09-20 00:00:00";51.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";49.0;"Normal";52.0;"Normal";52.0;"Normal";"Organised";45.0;"Medium";46.0;"Press";58.0;"Normal";"Cover"
355.0;110569.0;9836.0;"2014-09-19 00:00:00";51.0;"Balanced";54.0;"Normal";49.0;"Mixed";"Organised";49.0;"Normal";52.0;"Normal";52.0;"Normal";"Organised";45.0;"Medium";46.0;"Press";58.0;"Normal";"Cover"
357.0;180.0;8284.0;"2013-09-20 00:00:00";50.0;"Balanced";49.0;"Little";49.0;"Mixed";"Organised";38.0;"Normal";60.0;"Normal";53.0;"Normal";"Organised";48.0;"Medium";47.0;"Press";59.0;"Normal";"Cover"
359.0;181.0;9938.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";65.0;"Normal";70.0;"Lots";70.0;"Lots";"Organised";60.0;"Medium";70.0;"Double";70.0;"Wide";"Cover"
360.0;181.0;9938.0;"2011-02-22 00:00:00";68.0;"Fast";49.0;"Little";53.0;"Mixed";"Organised";67.0;"Risky";53.0;"Normal";67.0;"Lots";"Organised";57.0;"Medium";57.0;"Press";63.0;"Normal";"Cover"
361.0;181.0;9938.0;"2012-02-22 00:00:00";60.0;"Balanced";49.0;"Little";60.0;"Mixed";"Organised";50.0;"Normal";50.0;"Normal";35.0;"Normal";"Organised";40.0;"Medium";38.0;"Press";52.0;"Normal";"Cover"
362.0;181.0;9938.0;"2013-09-20 00:00:00";53.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";55.0;"Normal";53.0;"Normal";42.0;"Normal";"Organised";41.0;"Medium";41.0;"Press";52.0;"Normal";"Cover"
363.0;181.0;9938.0;"2014-09-19 00:00:00";60.0;"Balanced";51.0;"Normal";60.0;"Mixed";"Organised";52.0;"Normal";55.0;"Normal";38.0;"Normal";"Organised";41.0;"Medium";40.0;"Press";52.0;"Normal";"Cover"
365.0;182.0;8457.0;"2012-02-22 00:00:00";55.0;"Balanced";49.0;"Little";60.0;"Mixed";"Organised";46.0;"Normal";68.0;"Lots";54.0;"Normal";"Organised";42.0;"Medium";43.0;"Press";63.0;"Normal";"Cover"
366.0;467.0;8372.0;"2014-09-19 00:00:00";62.0;"Balanced";51.0;"Normal";52.0;"Mixed";"Organised";60.0;"Normal";55.0;"Normal";64.0;"Normal";"Organised";37.0;"Medium";56.0;"Press";49.0;"Normal";"Cover"
368.0;110500.0;9776.0;"2012-02-22 00:00:00";64.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";52.0;"Normal";66.0;"Normal";62.0;"Normal";"Organised";54.0;"Medium";42.0;"Press";48.0;"Normal";"Cover"
369.0;110500.0;9776.0;"2013-09-20 00:00:00";68.0;"Fast";49.0;"Little";54.0;"Mixed";"Organised";62.0;"Normal";66.0;"Normal";67.0;"Lots";"Free Form";57.0;"Medium";47.0;"Press";53.0;"Normal";"Cover"
370.0;110500.0;9776.0;"2014-09-19 00:00:00";61.0;"Balanced";60.0;"Normal";62.0;"Mixed";"Organised";59.0;"Normal";43.0;"Normal";55.0;"Normal";"Organised";30.0;"Deep";40.0;"Press";39.0;"Normal";"Cover"
372.0;1824.0;9810.0;"2010-02-22 00:00:00";60.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";35.0;"Normal";70.0;"Lots";60.0;"Normal";"Organised";65.0;"Medium";30.0;"Contain";45.0;"Normal";"Cover"
373.0;1824.0;9810.0;"2011-02-22 00:00:00";52.0;"Balanced";49.0;"Little";43.0;"Mixed";"Organised";62.0;"Normal";62.0;"Normal";41.0;"Normal";"Organised";48.0;"Medium";50.0;"Press";53.0;"Normal";"Cover"
374.0;1824.0;9810.0;"2012-02-22 00:00:00";38.0;"Balanced";49.0;"Little";34.0;"Mixed";"Organised";47.0;"Normal";45.0;"Normal";48.0;"Normal";"Organised";46.0;"Medium";45.0;"Press";54.0;"Normal";"Cover"
375.0;1824.0;9810.0;"2013-09-20 00:00:00";41.0;"Balanced";49.0;"Little";34.0;"Mixed";"Organised";47.0;"Normal";45.0;"Normal";48.0;"Normal";"Organised";46.0;"Medium";45.0;"Press";57.0;"Normal";"Cover"
376.0;1824.0;9810.0;"2014-09-19 00:00:00";63.0;"Balanced";48.0;"Normal";42.0;"Mixed";"Organised";57.0;"Normal";50.0;"Normal";52.0;"Normal";"Organised";43.0;"Medium";46.0;"Press";55.0;"Normal";"Cover"
378.0;468.0;10268.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";45.0;"Normal";50.0;"Normal";70.0;"Lots";"Organised";50.0;"Medium";45.0;"Press";45.0;"Normal";"Cover"
379.0;468.0;10268.0;"2011-02-22 00:00:00";43.0;"Balanced";49.0;"Little";39.0;"Mixed";"Organised";52.0;"Normal";43.0;"Normal";46.0;"Normal";"Organised";40.0;"Medium";39.0;"Press";51.0;"Normal";"Cover"
380.0;468.0;10268.0;"2012-02-22 00:00:00";55.0;"Balanced";49.0;"Little";73.0;"Long";"Organised";53.0;"Normal";54.0;"Normal";57.0;"Normal";"Organised";49.0;"Medium";51.0;"Press";58.0;"Normal";"Cover"
381.0;468.0;10268.0;"2013-09-20 00:00:00";55.0;"Balanced";49.0;"Little";73.0;"Long";"Organised";53.0;"Normal";54.0;"Normal";57.0;"Normal";"Organised";49.0;"Medium";51.0;"Press";58.0;"Normal";"Cover"
382.0;468.0;10268.0;"2014-09-19 00:00:00";55.0;"Balanced";47.0;"Normal";69.0;"Long";"Organised";53.0;"Normal";54.0;"Normal";57.0;"Normal";"Organised";49.0;"Medium";51.0;"Press";58.0;"Normal";"Cover"
384.0;1746.0;8534.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Organised";30.0;"Safe";30.0;"Little";55.0;"Normal";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Cover"
385.0;1746.0;8534.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";35.0;"Mixed";"Organised";50.0;"Normal";50.0;"Normal";55.0;"Normal";"Organised";45.0;"Medium";45.0;"Press";47.0;"Normal";"Offside Trap"
386.0;1746.0;8534.0;"2012-02-22 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";50.0;"Normal";50.0;"Normal";50.0;"Normal";"Organised";35.0;"Medium";45.0;"Press";50.0;"Normal";"Cover"
387.0;1746.0;8534.0;"2013-09-20 00:00:00";51.0;"Balanced";49.0;"Little";54.0;"Mixed";"Organised";53.0;"Normal";54.0;"Normal";62.0;"Normal";"Organised";39.0;"Medium";50.0;"Press";59.0;"Normal";"Cover"
388.0;1746.0;8534.0;"2014-09-19 00:00:00";63.0;"Balanced";43.0;"Normal";39.0;"Mixed";"Organised";66.0;"Normal";67.0;"Lots";51.0;"Normal";"Organised";53.0;"Medium";57.0;"Press";54.0;"Normal";"Cover"
390.0;162.0;8398.0;"2010-02-22 00:00:00";45.0;"Balanced";49.0;"Little";55.0;"Mixed";"Organised";30.0;"Safe";55.0;"Normal";45.0;"Normal";"Organised";68.0;"High";70.0;"Double";68.0;"Wide";"Cover"
391.0;162.0;8398.0;"2011-02-22 00:00:00";64.0;"Balanced";49.0;"Little";55.0;"Mixed";"Organised";71.0;"Risky";38.0;"Normal";52.0;"Normal";"Organised";58.0;"Medium";48.0;"Press";40.0;"Normal";"Cover"
392.0;162.0;8398.0;"2012-02-22 00:00:00";50.0;"Balanced";49.0;"Little";48.0;"Mixed";"Organised";47.0;"Normal";67.0;"Lots";53.0;"Normal";"Organised";57.0;"Medium";47.0;"Press";52.0;"Normal";"Cover"
393.0;162.0;8398.0;"2013-09-20 00:00:00";50.0;"Balanced";49.0;"Little";48.0;"Mixed";"Organised";47.0;"Normal";67.0;"Lots";53.0;"Normal";"Organised";57.0;"Medium";47.0;"Press";52.0;"Normal";"Cover"
394.0;162.0;8398.0;"2014-09-19 00:00:00";39.0;"Balanced";47.0;"Normal";40.0;"Mixed";"Organised";52.0;"Normal";67.0;"Lots";56.0;"Normal";"Organised";47.0;"Medium";55.0;"Press";52.0;"Normal";"Cover"
395.0;452.0;8558.0;"2010-02-22 00:00:00";55.0;"Balanced";49.0;"Little";40.0;"Mixed";"Organised";70.0;"Risky";55.0;"Normal";70.0;"Lots";"Organised";70.0;"High";50.0;"Press";60.0;"Normal";"Cover"
396.0;452.0;8558.0;"2011-02-22 00:00:00";68.0;"Fast";49.0;"Little";55.0;"Mixed";"Organised";72.0;"Risky";70.0;"Lots";54.0;"Normal";"Organised";51.0;"Medium";58.0;"Press";56.0;"Normal";"Cover"
397.0;452.0;8558.0;"2012-02-22 00:00:00";46.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";52.0;"Normal";60.0;"Normal";40.0;"Normal";"Organised";37.0;"Medium";40.0;"Press";45.0;"Normal";"Cover"
398.0;452.0;8558.0;"2013-09-20 00:00:00";50.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";52.0;"Normal";60.0;"Normal";40.0;"Normal";"Free Form";37.0;"Medium";40.0;"Press";45.0;"Normal";"Cover"
399.0;452.0;8558.0;"2014-09-19 00:00:00";50.0;"Balanced";52.0;"Normal";44.0;"Mixed";"Organised";52.0;"Normal";60.0;"Normal";40.0;"Normal";"Organised";37.0;"Medium";40.0;"Press";45.0;"Normal";"Cover"
401.0;10020.0;7842.0;"2013-09-20 00:00:00";66.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";47.0;"Normal";53.0;"Normal";39.0;"Normal";"Free Form";46.0;"Medium";49.0;"Press";55.0;"Normal";"Cover"
402.0;10020.0;7842.0;"2014-09-19 00:00:00";66.0;"Balanced";56.0;"Normal";52.0;"Mixed";"Organised";47.0;"Normal";53.0;"Normal";39.0;"Normal";"Organised";46.0;"Medium";49.0;"Press";55.0;"Normal";"Cover"
404.0;2013.0;6351.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";55.0;"Mixed";"Organised";50.0;"Normal";55.0;"Normal";55.0;"Normal";"Organised";50.0;"Medium";50.0;"Press";55.0;"Normal";"Cover"
405.0;7.0;8668.0;"2010-02-22 00:00:00";60.0;"Balanced";49.0;"Little";65.0;"Mixed";"Organised";60.0;"Normal";70.0;"Lots";45.0;"Normal";"Organised";40.0;"Medium";70.0;"Double";40.0;"Normal";"Cover"
406.0;7.0;8668.0;"2011-02-22 00:00:00";60.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";55.0;"Normal";70.0;"Lots";55.0;"Normal";"Organised";55.0;"Medium";65.0;"Press";60.0;"Normal";"Cover"
407.0;7.0;8668.0;"2012-02-22 00:00:00";56.0;"Balanced";49.0;"Little";56.0;"Mixed";"Organised";48.0;"Normal";57.0;"Normal";56.0;"Normal";"Organised";50.0;"Medium";50.0;"Press";60.0;"Normal";"Cover"
408.0;7.0;8668.0;"2013-09-20 00:00:00";58.0;"Balanced";49.0;"Little";62.0;"Mixed";"Organised";48.0;"Normal";59.0;"Normal";32.0;"Little";"Organised";41.0;"Medium";44.0;"Press";59.0;"Normal";"Cover"
409.0;7.0;8668.0;"2014-09-19 00:00:00";61.0;"Balanced";34.0;"Normal";42.0;"Mixed";"Organised";39.0;"Normal";59.0;"Normal";48.0;"Normal";"Organised";52.0;"Medium";58.0;"Press";60.0;"Normal";"Cover"
411.0;111271.0;4087.0;"2011-02-22 00:00:00";35.0;"Balanced";49.0;"Little";65.0;"Mixed";"Organised";50.0;"Normal";65.0;"Normal";65.0;"Normal";"Organised";45.0;"Medium";55.0;"Press";65.0;"Normal";"Cover"
412.0;111271.0;4087.0;"2012-02-22 00:00:00";53.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";52.0;"Normal";52.0;"Normal";64.0;"Normal";"Organised";47.0;"Medium";56.0;"Press";50.0;"Normal";"Cover"
413.0;111271.0;4087.0;"2013-09-20 00:00:00";53.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";52.0;"Normal";52.0;"Normal";64.0;"Normal";"Organised";47.0;"Medium";56.0;"Press";50.0;"Normal";"Cover"
414.0;111271.0;4087.0;"2014-09-19 00:00:00";61.0;"Balanced";51.0;"Normal";44.0;"Mixed";"Organised";52.0;"Normal";61.0;"Normal";48.0;"Normal";"Organised";47.0;"Medium";56.0;"Press";50.0;"Normal";"Cover"
416.0;1971.0;10218.0;"2011-02-22 00:00:00";73.0;"Fast";49.0;"Little";59.0;"Mixed";"Organised";77.0;"Risky";33.0;"Little";52.0;"Normal";"Organised";25.0;"Deep";47.0;"Press";33.0;"Narrow";"Cover"
417.0;1971.0;10218.0;"2012-02-22 00:00:00";47.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";63.0;"Normal";45.0;"Normal";37.0;"Normal";"Organised";23.0;"Deep";30.0;"Contain";32.0;"Narrow";"Cover"
419.0;79.0;8596.0;"2010-02-22 00:00:00";70.0;"Fast";49.0;"Little";70.0;"Long";"Organised";60.0;"Normal";70.0;"Lots";70.0;"Lots";"Organised";60.0;"Medium";70.0;"Double";70.0;"Wide";"Cover"
420.0;31.0;8722.0;"2010-02-22 00:00:00";55.0;"Balanced";49.0;"Little";65.0;"Mixed";"Organised";65.0;"Normal";40.0;"Normal";60.0;"Normal";"Organised";45.0;"Medium";55.0;"Press";70.0;"Wide";"Cover"
421.0;31.0;8722.0;"2011-02-22 00:00:00";58.0;"Balanced";49.0;"Little";71.0;"Long";"Organised";42.0;"Normal";39.0;"Normal";50.0;"Normal";"Organised";40.0;"Medium";40.0;"Press";56.0;"Normal";"Cover"
422.0;31.0;8722.0;"2012-02-22 00:00:00";53.0;"Balanced";49.0;"Little";53.0;"Mixed";"Organised";57.0;"Normal";44.0;"Normal";57.0;"Normal";"Organised";43.0;"Medium";55.0;"Press";67.0;"Wide";"Cover"
423.0;31.0;8722.0;"2013-09-20 00:00:00";60.0;"Balanced";49.0;"Little";56.0;"Mixed";"Organised";57.0;"Normal";44.0;"Normal";57.0;"Normal";"Organised";43.0;"Medium";55.0;"Press";67.0;"Wide";"Cover"
424.0;31.0;8722.0;"2014-09-19 00:00:00";59.0;"Balanced";53.0;"Normal";57.0;"Mixed";"Organised";53.0;"Normal";47.0;"Normal";59.0;"Normal";"Organised";57.0;"Medium";46.0;"Press";54.0;"Normal";"Cover"
427.0;1915.0;8674.0;"2010-02-22 00:00:00";41.0;"Balanced";49.0;"Little";32.0;"Short";"Organised";40.0;"Normal";47.0;"Normal";69.0;"Lots";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Cover"
428.0;1915.0;8674.0;"2011-02-22 00:00:00";51.0;"Balanced";49.0;"Little";39.0;"Mixed";"Organised";48.0;"Normal";67.0;"Lots";62.0;"Normal";"Organised";43.0;"Medium";44.0;"Press";49.0;"Normal";"Cover"
429.0;1915.0;8674.0;"2012-02-22 00:00:00";44.0;"Balanced";49.0;"Little";41.0;"Mixed";"Organised";48.0;"Normal";64.0;"Normal";42.0;"Normal";"Organised";49.0;"Medium";47.0;"Press";53.0;"Normal";"Cover"
430.0;1915.0;8674.0;"2013-09-20 00:00:00";44.0;"Balanced";49.0;"Little";44.0;"Mixed";"Organised";56.0;"Normal";58.0;"Normal";42.0;"Normal";"Organised";49.0;"Medium";47.0;"Press";53.0;"Normal";"Cover"
431.0;1915.0;8674.0;"2014-09-19 00:00:00";48.0;"Balanced";42.0;"Normal";38.0;"Mixed";"Organised";57.0;"Normal";59.0;"Normal";45.0;"Normal";"Organised";49.0;"Medium";47.0;"Press";53.0;"Normal";"Cover"
433.0;236.0;9773.0;"2010-02-22 00:00:00";30.0;"Slow";49.0;"Little";30.0;"Short";"Free Form";60.0;"Normal";60.0;"Normal";60.0;"Normal";"Free Form";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Offside Trap"
434.0;236.0;9773.0;"2011-02-22 00:00:00";50.0;"Balanced";49.0;"Little";50.0;"Mixed";"Organised";50.0;"Normal";65.0;"Normal";65.0;"Normal";"Free Form";55.0;"Medium";43.0;"Press";65.0;"Normal";"Cover"
435.0;236.0;9773.0;"2012-02-22 00:00:00";52.0;"Balanced";49.0;"Little";53.0;"Mixed";"Organised";56.0;"Normal";72.0;"Lots";68.0;"Lots";"Organised";61.0;"Medium";49.0;"Press";60.0;"Normal";"Cover"
436.0;236.0;9773.0;"2013-09-20 00:00:00";52.0;"Balanced";49.0;"Little";53.0;"Mixed";"Organised";56.0;"Normal";72.0;"Lots";68.0;"Lots";"Organised";58.0;"Medium";60.0;"Press";57.0;"Normal";"Cover"
437.0;236.0;9773.0;"2014-09-19 00:00:00";52.0;"Balanced";50.0;"Normal";53.0;"Mixed";"Organised";56.0;"Normal";66.0;"Normal";68.0;"Lots";"Organised";58.0;"Medium";60.0;"Press";60.0;"Normal";"Cover"
439.0;1903.0;9908.0;"2010-02-22 00:00:00";45.0;"Balanced";49.0;"Little";45.0;"Mixed";"Organised";33.0;"Safe";50.0;"Normal";67.0;"Lots";"Organised";30.0;"Deep";30.0;"Contain";30.0;"Narrow";"Cover"
440.0;1903.0;9908.0;"2011-02-22 00:00:00";66.0;"Balanced";49.0;"Little";45.0;"Mixed";"Organised";41.0;"Normal";69.0;"Lots";72.0;"Lots";"Organised";34.0;"Medium";57.0;"Press";34.0;"Normal";"Offside Trap"
441.0;1903.0;9908.0;"2012-02-22 00:00:00";47.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";52.0;"Normal";54.0;"Normal";52.0;"Normal";"Organised";45.0;"Medium";49.0;"Press";47.0;"Normal";"Cover"
442.0;1903.0;9908.0;"2013-09-20 00:00:00";47.0;"Balanced";49.0;"Little";52.0;"Mixed";"Organised";52.0;"Normal";54.0;"Normal";60.0;"Normal";"Organised";45.0;"Medium";49.0;"Press";47.0;"Normal";"Cover"
443.0;1903.0;9908.0;"2014-09-19 00:00:00";50.0;"Balanced";50.0;"Normal";52.0;"Mixed";"Organised";55.0;"Normal";49.0;"Normal";52.0;"Normal";"Organised";45.0;"Medium";49.0;"Press";47.0;"Normal";"Cover"
